"Column","AUC","DoublingTime"
"110",14.5826518033828,2.85219734847305
"111",16.01205424447,2.99494676878151
"112",17.7262745263781,3.04480383144773
"AE2",14.0996554204914,2.73341714112839
"BG2",17.8804886546168,3.76193562148242
"CBS138",15.1187109584917,2.13705227414649
"D1",17.6516691767002,2.71281100915199
