"Sample","AUC","Doubling_Time"
"110",4.31265251647063,0.757740984474241
"111",5.27408726642408,0.69423458096031
"112",5.17168319947219,0.782013957124664
"AE2",4.12765632184619,1.04213257290871
"BG2",5.14296672615631,1.01569069973446
"CBS138",4.39219546034353,0.917227678747669
"D1",4.61213598997736,0.959425293596505
