"Sample","AUC","Doubling_Time"
"110",14.1203943102749,1.05865817366427
"111",15.3727438932173,1.17014377186106
"112",15.259256950853,1.26569404450152
"AE2",15.0440119494882,0.738243260174881
"BG2",19.8383505864249,0.890414184418638
"CBS138",15.742623329275,1.08523234504232
"D1",19.3439431000257,0.634125092207058
