"Sample","AUC","Doubling_Time"
"110",3.8284826879556,0.944656509527997
"111",4.30986920551361,1.02817450753611
"112",4.33967917202228,1.15532597498353
"AE2",4.68275269710117,0.939461483133677
"BG2",5.51372971248347,0.668163479017757
"CBS138",4.79387797655965,0.80588599917076
"D1",5.07637292514893,0.833678538230678
